iter	Logloss
0	0.6460092914
1	0.6020098377
2	0.5625671503
3	0.5257133825
4	0.4897455042
5	0.4575965187
6	0.4282164329
7	0.400885396
8	0.3770768818
9	0.355528832
10	0.3359238727
11	0.3177978246
12	0.3006214506
13	0.286116215
14	0.2724141269
15	0.2591458205
16	0.2476369372
17	0.237104836
18	0.2272018579
19	0.2180461921
20	0.2100385951
21	0.2020088829
22	0.1949740733
23	0.1897520079
24	0.1838789684
25	0.1779029171
26	0.1734953305
27	0.1687091818
28	0.1638640883
29	0.1597190444
30	0.1560367303
31	0.1520517095
32	0.1487554477
33	0.1456500891
34	0.1432818129
35	0.1403107801
36	0.1379883926
37	0.1355237169
38	0.1334637838
39	0.1317135256
40	0.1299484267
41	0.128516486
42	0.12625562
43	0.1251871543
44	0.123169832
45	0.1217015493
46	0.1199253659
47	0.1188507521
48	0.1171984102
49	0.1162892182
50	0.1146774585
51	0.1132300944
52	0.1118288933
53	0.1109523381
54	0.109688871
55	0.1086130808
56	0.1077324221
57	0.1064602338
58	0.1057338788
59	0.1046473386
60	0.103936336
61	0.1033150644
62	0.1023175907
63	0.10134546
64	0.1008205817
65	0.1002787465
66	0.0994092524
67	0.09899183578
68	0.09818823115
69	0.0973370836
70	0.09646766025
71	0.09568597568
72	0.09512412797
73	0.09469416102
74	0.09402846206
75	0.09359269762
76	0.09310785526
77	0.09267736491
78	0.09195195349
79	0.09133457023
80	0.09087163229
81	0.09043610016
82	0.08973952778
83	0.08924161851
84	0.08885240626
85	0.08845063114
86	0.08799661512
87	0.08771907235
88	0.08727384862
89	0.08688042544
90	0.08656709623
91	0.08613379978
92	0.08594979607
93	0.08549789198
94	0.08516841222
95	0.08479027224
96	0.08430729299
97	0.08377331952
98	0.08342530968
99	0.08311912312
100	0.08270446748
101	0.08247964037
102	0.0821852688
103	0.08189423055
104	0.08156137897
105	0.08121096503
106	0.0809330541
107	0.08062786496
108	0.08033615941
109	0.08007121383
110	0.07993461883
111	0.0796149773
112	0.07938868183
113	0.0790694481
114	0.0787360919
115	0.07859221001
116	0.07848355487
117	0.07816819067
118	0.07777880347
119	0.07759975024
120	0.07737194645
121	0.07707456499
122	0.07689601331
123	0.0766456686
124	0.07629867148
125	0.0760816164
126	0.07594732985
127	0.07568283881
128	0.07543701398
129	0.07520894913
130	0.07496911687
131	0.07476066665
132	0.07457139846
133	0.07439952717
134	0.07426231042
135	0.07405653133
136	0.07376332762
137	0.07357227597
138	0.073344413
139	0.07321348337
140	0.0729473309
141	0.07282225942
142	0.07265120672
143	0.07254729103
144	0.07236956354
145	0.07223942883
146	0.07211035252
147	0.07185083266
148	0.07172685797
149	0.07146877971
150	0.0713135089
151	0.07116809541
152	0.07108159722
153	0.07089242195
154	0.07065647945
155	0.07051660208
156	0.07043458773
157	0.07030630812
158	0.07012061742
159	0.07001680105
160	0.06978294201
161	0.06966095139
162	0.06956810205
163	0.06946179101
164	0.0693542466
165	0.06918166323
166	0.06908142751
167	0.068924872
168	0.06882195638
169	0.06864250005
170	0.06853767713
171	0.06843989269
172	0.06842629117
173	0.06833926709
174	0.06825468719
175	0.06810613682
176	0.06799006422
177	0.06792695894
178	0.06787517425
179	0.06778781093
180	0.06764542143
181	0.0675111458
182	0.06738528176
183	0.06716731021
184	0.06698744093
185	0.06686606219
186	0.06677666721
187	0.06661570386
188	0.06655281926
189	0.06641840807
190	0.06632159163
191	0.06621066431
192	0.06607661167
193	0.06600639426
194	0.06587882383
195	0.06579763956
196	0.06567546858
197	0.06551977658
198	0.06546879043
199	0.06536725635
200	0.06523967547
201	0.06511255561
202	0.06501138546
203	0.06487189283
204	0.06476864448
205	0.06468259616
206	0.06457376896
207	0.06444932536
208	0.06436086396
209	0.0642729011
210	0.06420038763
211	0.0641072228
212	0.06403188905
213	0.06386712456
214	0.06378330726
215	0.06369071003
216	0.06361485896
217	0.06346199439
218	0.06337854338
219	0.06330736527
220	0.06319726565
221	0.0631355979
222	0.06305853119
223	0.0629702357
224	0.0628861325
225	0.06281494288
226	0.06273555286
227	0.06263523665
228	0.06261427779
229	0.06254262735
230	0.06243647037
231	0.06237237787
232	0.06230494327
233	0.06219938336
234	0.06213754795
235	0.0620817084
236	0.06200274856
237	0.06189896832
238	0.06182030135
239	0.06175317444
240	0.06167801047
241	0.06153386577
242	0.06147780459
243	0.06137298854
244	0.0612992704
245	0.06124453843
246	0.06119624653
247	0.06110554551
248	0.06101482026
249	0.06092026538
250	0.06079629896
251	0.06070095783
252	0.0606363093
253	0.06056142126
254	0.06049338138
255	0.06043263067
256	0.06032181454
257	0.06021104574
258	0.06010152741
259	0.06003046171
260	0.05997028296
261	0.05990140496
262	0.05986613277
263	0.05980121041
264	0.05975169437
265	0.05962119667
266	0.0595344228
267	0.05945836388
268	0.05937495709
269	0.05934490204
270	0.05931327813
271	0.05923187631
272	0.05914940029
273	0.0590764064
274	0.05895752861
275	0.05887864369
276	0.05885338118
277	0.05878942556
278	0.05870954433
279	0.05865862875
